run_id,dataset,backend,npoints,arm,repeat,k,budget,status,solve_time_s,simplex_iters,barrier_iters,dobj,gurobi_maxmem_gb
Tiny,Tiny,highs,25,cold_barrier,1,3,271086.07,OPTIMAL,0.0229,0,19,26.292739,NaN
Tiny,Tiny,highs,25,cold_barrier,1,4,272157.56,OPTIMAL,0.0228,0,19,22.488434,NaN
Tiny,Tiny,highs,25,cold_barrier,1,5,273229.05,OPTIMAL,0.0237,0,19,21.227639,NaN
Tiny,Tiny,highs,25,cold_barrier,1,6,274300.53,OPTIMAL,0.0249,0,20,20.237996,NaN
Tiny,Tiny,highs,25,cold_barrier,1,7,275372.02,OPTIMAL,0.0249,0,19,19.627757,NaN
Tiny,Tiny,highs,25,cold_barrier,1,8,276443.51,OPTIMAL,0.0242,0,19,19.066673,NaN
Tiny,Tiny,highs,25,cold_barrier,1,9,277514.99,OPTIMAL,0.0285,0,24,18.675804,NaN
Tiny,Tiny,highs,25,cold_barrier,1,10,278586.48,OPTIMAL,0.0302,0,25,18.417856,NaN
Tiny,Tiny,highs,25,cold_barrier,1,11,279657.97,OPTIMAL,0.0303,0,24,18.163734,NaN
Tiny,Tiny,highs,25,cold_barrier,1,12,280729.45,OPTIMAL,0.0301,0,25,17.919271,NaN
Tiny,Tiny,highs,25,cold_barrier,1,13,281800.94,OPTIMAL,0.0286,0,23,17.694451,NaN
Tiny,Tiny,highs,25,cold_barrier,1,14,282872.43,OPTIMAL,0.0304,0,25,17.481136,NaN
Tiny,Tiny,highs,25,cold_barrier,1,15,283943.91,OPTIMAL,0.0275,0,22,17.285075,NaN
Tiny,Tiny,highs,25,cold_barrier,1,16,285015.4,OPTIMAL,0.0271,0,22,17.089015,NaN
Tiny,Tiny,highs,25,cold_barrier,1,17,286086.89,OPTIMAL,0.0289,0,23,16.892954,NaN
Tiny,Tiny,highs,25,cold_barrier,1,18,287158.37,OPTIMAL,0.0284,0,23,16.696893,NaN
Tiny,Tiny,highs,25,cold_barrier,1,19,288229.86,OPTIMAL,0.0278,0,23,16.500833,NaN
Tiny,Tiny,highs,25,cold_barrier,1,20,289301.34,OPTIMAL,0.0279,0,23,16.304772,NaN
Tiny,Tiny,highs,25,cold_barrier,1,21,290372.83,OPTIMAL,0.0278,0,23,16.116488,NaN
Tiny,Tiny,highs,25,cold_barrier,1,22,291444.32,OPTIMAL,0.0278,0,23,15.943208,NaN
Tiny,Tiny,highs,25,cold_barrier,1,23,292515.8,OPTIMAL,0.0297,0,24,15.779536,NaN
Tiny,Tiny,highs,25,cold_barrier,1,24,293587.29,OPTIMAL,0.0331,0,28,15.629093,NaN
Tiny,Tiny,highs,25,cold_barrier,1,25,294658.78,OPTIMAL,0.0322,0,27,15.485553,NaN
Tiny,Tiny,highs,25,cold_barrier,2,1,268943.1,OPTIMAL,0.0270,0,28,42.100694,NaN
Tiny,Tiny,highs,25,cold_barrier,2,2,270014.59,OPTIMAL,0.0243,0,20,33.593362,NaN
Tiny,Tiny,highs,25,cold_barrier,2,3,271086.07,OPTIMAL,0.0232,0,19,26.292739,NaN
Tiny,Tiny,highs,25,cold_barrier,2,4,272157.56,OPTIMAL,0.0229,0,19,22.488434,NaN
Tiny,Tiny,highs,25,cold_barrier,2,5,273229.05,OPTIMAL,0.0233,0,19,21.227639,NaN
Tiny,Tiny,highs,25,cold_barrier,2,6,274300.53,OPTIMAL,0.0246,0,20,20.237996,NaN
Tiny,Tiny,highs,25,cold_barrier,2,7,275372.02,OPTIMAL,0.0234,0,19,19.627757,NaN
Tiny,Tiny,highs,25,cold_barrier,2,8,276443.51,OPTIMAL,0.0239,0,19,19.066673,NaN
Tiny,Tiny,highs,25,cold_barrier,2,9,277514.99,OPTIMAL,0.0297,0,24,18.675804,NaN
Tiny,Tiny,highs,25,cold_barrier,2,10,278586.48,OPTIMAL,0.0306,0,25,18.417856,NaN
Tiny,Tiny,highs,25,cold_barrier,2,11,279657.97,OPTIMAL,0.0298,0,24,18.163734,NaN
Tiny,Tiny,highs,25,cold_barrier,2,12,280729.45,OPTIMAL,0.0309,0,25,17.919271,NaN
Tiny,Tiny,highs,25,cold_barrier,2,13,281800.94,OPTIMAL,0.0280,0,23,17.694451,NaN
Tiny,Tiny,highs,25,cold_barrier,2,14,282872.43,OPTIMAL,0.0297,0,25,17.481136,NaN
Tiny,Tiny,highs,25,cold_barrier,2,15,283943.91,OPTIMAL,0.0273,0,22,17.285075,NaN
Tiny,Tiny,highs,25,cold_barrier,2,16,285015.4,OPTIMAL,0.0275,0,22,17.089015,NaN
Tiny,Tiny,highs,25,cold_barrier,2,17,286086.89,OPTIMAL,0.0277,0,23,16.892954,NaN
Tiny,Tiny,highs,25,cold_barrier,2,18,287158.37,OPTIMAL,0.0282,0,23,16.696893,NaN
Tiny,Tiny,highs,25,cold_barrier,2,19,288229.86,OPTIMAL,0.0281,0,23,16.500833,NaN
Tiny,Tiny,highs,25,cold_barrier,2,20,289301.34,OPTIMAL,0.0281,0,23,16.304772,NaN
Tiny,Tiny,highs,25,cold_barrier,2,21,290372.83,OPTIMAL,0.0281,0,23,16.116488,NaN
Tiny,Tiny,highs,25,cold_barrier,2,22,291444.32,OPTIMAL,0.0283,0,23,15.943208,NaN
Tiny,Tiny,highs,25,cold_barrier,2,23,292515.8,OPTIMAL,0.0295,0,24,15.779536,NaN
Tiny,Tiny,highs,25,cold_barrier,2,24,293587.29,OPTIMAL,0.0329,0,28,15.629093,NaN
Tiny,Tiny,highs,25,cold_barrier,2,25,294658.78,OPTIMAL,0.0317,0,27,15.485553,NaN
Tiny,Tiny,highs,25,cold_barrier,3,1,268943.1,OPTIMAL,0.0271,0,28,42.100694,NaN
Tiny,Tiny,highs,25,cold_barrier,3,2,270014.59,OPTIMAL,0.0244,0,20,33.593362,NaN
Tiny,Tiny,highs,25,cold_barrier,3,3,271086.07,OPTIMAL,0.0234,0,19,26.292739,NaN
Tiny,Tiny,highs,25,cold_barrier,3,4,272157.56,OPTIMAL,0.0232,0,19,22.488434,NaN
Tiny,Tiny,highs,25,cold_barrier,3,5,273229.05,OPTIMAL,0.0240,0,19,21.227639,NaN
