run_id,dataset,backend,n_alt,arm,repeat,idx,solve_time_s,simplex_iterations,barrier_iterations,status
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,2,24,0.0120,18,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,2,25,0.0060,0,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,1,0.5190,1580,54,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,2,0.0250,53,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,3,0.0210,41,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,4,0.0120,17,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,5,0.0230,48,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,6,0.0120,10,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,7,0.0120,10,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,8,0.0150,26,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,9,0.0130,24,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,10,0.0100,3,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,11,0.0090,2,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,12,0.0110,10,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,13,0.0060,0,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,14,0.0160,27,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,15,0.0060,0,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,16,0.0120,13,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,17,0.0100,5,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,18,0.0090,3,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,19,0.0050,0,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,20,0.0140,20,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,21,0.0090,2,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,22,0.0090,1,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,23,0.0080,1,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,24,0.0120,18,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,25,warm_primal_simplex,3,25,0.0060,0,0,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,50,barrier,1,1,0.5260,1580,54,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,50,barrier,1,2,0.5900,2017,49,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,50,barrier,1,3,0.4940,1220,48,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,50,barrier,1,4,0.4550,1169,48,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,50,barrier,1,5,0.5120,1286,49,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,50,barrier,1,6,0.4590,1321,47,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,50,barrier,1,7,0.4680,1296,46,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,50,barrier,1,8,0.4830,1285,48,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,50,barrier,1,9,0.5070,1921,47,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,50,barrier,1,10,0.5210,1200,53,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,50,barrier,1,11,0.4920,1350,51,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,50,barrier,1,12,0.5210,1112,51,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,50,barrier,1,13,0.5550,1884,53,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,50,barrier,1,14,0.4880,1273,51,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,50,barrier,1,15,0.5090,1331,50,OPTIMAL
norse_fixed_gurobi,Norse,gurobi,50,barrier,1,16,0.5200,1760,50,OPTIMAL
